depth,dose,ssd,field_size
2.350415,99.190363,100,10
2.375419,99.250878,100,10
2.400423,99.311395,100,10
2.425428,99.371913,100,10
2.450432,99.432432,100,10
2.475437,99.492952,100,10
2.500441,99.553473,100,10
2.525445,99.599673,100,10
2.55045,99.643001,100,10
2.575454,99.686328,100,10
2.600459,99.729656,100,10
2.625463,99.772984,100,10
2.650468,99.816312,100,10
2.675472,99.85964,100,10
2.700476,99.902967,100,10
2.725481,99.946295,100,10
2.750485,99.989623,100,10
2.77549,99.993806,100,10
2.800494,99.990233,100,10
2.825498,99.986661,100,10
2.850503,99.98309,100,10
2.875507,99.97952,100,10
2.900512,99.975952,100,10
2.925516,99.972385,100,10
2.95052,99.968819,100,10
2.975525,99.965255,100,10
3.000529,99.961691,100,10
3.025534,99.949889,100,10
3.050538,99.936473,100,10
3.075542,99.923058,100,10
3.100547,99.909643,100,10
3.125551,99.896228,100,10
3.150556,99.882813,100,10
3.17556,99.869399,100,10
3.200565,99.855985,100,10
3.225569,99.842572,100,10
3.250573,99.829158,100,10
3.275578,99.789559,100,10
3.300582,99.744891,100,10
3.325587,99.700222,100,10
3.350591,99.655552,100,10
3.375595,99.610882,100,10
3.4006,99.56621,100,10
3.425604,99.521538,100,10
3.450609,99.476864,100,10
3.475613,99.43219,100,10
3.500617,99.387514,100,10
3.525622,99.338559,100,10
3.550626,99.288786,100,10
3.575631,99.239013,100,10
3.600635,99.18924,100,10
3.62564,99.139467,100,10
3.650644,99.089694,100,10
3.675648,99.039921,100,10
3.700653,98.990148,100,10
3.725657,98.940375,100,10
3.750662,98.890602,100,10
3.775666,98.823857,100,10
3.80067,98.753906,100,10
3.825675,98.683955,100,10
3.850679,98.614004,100,10
3.875684,98.544052,100,10
3.900688,98.4741,100,10
3.925692,98.404147,100,10
3.950697,98.334195,100,10
3.975701,98.264242,100,10
4.000706,98.194288,100,10
4.02571,98.121994,100,10
4.050714,98.049265,100,10
4.075719,97.976538,100,10
4.100723,97.903813,100,10
4.125728,97.831091,100,10
4.150732,97.758371,100,10
4.175737,97.685653,100,10
4.200741,97.612937,100,10
4.225745,97.540223,100,10
4.25075,97.467511,100,10
4.275754,97.384628,100,10
4.300759,97.299871,100,10
4.325763,97.215115,100,10
4.350767,97.130359,100,10
4.375772,97.045605,100,10
4.400776,96.960852,100,10
4.425781,96.876099,100,10
4.450785,96.791348,100,10
4.475789,96.706597,100,10
4.500794,96.621847,100,10
4.525798,96.537357,100,10
4.550803,96.452915,100,10
4.575807,96.368474,100,10
4.600812,96.284034,100,10
4.625816,96.199594,100,10
4.65082,96.115156,100,10
4.675825,96.030718,100,10
4.700829,95.946282,100,10
4.725834,95.861846,100,10
4.750838,95.777412,100,10
4.775842,95.686342,100,10
4.800847,95.594079,100,10
4.825851,95.501815,100,10
4.850856,95.409551,100,10
4.87586,95.317286,100,10
4.900864,95.22502,100,10
4.925869,95.132754,100,10
4.950873,95.040487,100,10
4.975878,94.948219,100,10
5.000882,94.855951,100,10
5.025886,94.765308,100,10
5.050891,94.674954,100,10
5.075895,94.584599,100,10
5.1009,94.494245,100,10
5.125904,94.40389,100,10
5.150909,94.313535,100,10
5.175913,94.223181,100,10
5.200917,94.132826,100,10
5.225922,94.042472,100,10
5.250926,93.952117,100,10
5.275931,93.85731,100,10
5.300935,93.761722,100,10
5.325939,93.666135,100,10
5.350944,93.570547,100,10
5.375948,93.474958,100,10
5.400953,93.379369,100,10
5.425957,93.28378,100,10
5.450961,93.188191,100,10
5.475966,93.092601,100,10
5.50097,92.997011,100,10
5.525975,92.904545,100,10
5.550979,92.812618,100,10
5.575984,92.72069,100,10
5.600988,92.628763,100,10
5.625992,92.536835,100,10
5.650997,92.444906,100,10
5.676001,92.352978,100,10
5.701006,92.261049,100,10
5.72601,92.169119,100,10
5.751014,92.07719,100,10
5.776019,91.980345,100,10
5.801023,91.88266,100,10
5.826028,91.784976,100,10
5.851032,91.687292,100,10
5.876036,91.589608,100,10
5.901041,91.491923,100,10
5.926045,91.394239,100,10
5.95105,91.296555,100,10
5.976054,91.19887,100,10
6.001059,91.101186,100,10
6.026063,91.00738,100,10
6.051067,90.914227,100,10
6.076072,90.821074,100,10
6.101076,90.72792,100,10
6.126081,90.634766,100,10
6.151085,90.541612,100,10
6.176089,90.448457,100,10
6.201094,90.355302,100,10
6.226098,90.262147,100,10
6.251103,90.168991,100,10
6.276107,90.072956,100,10
6.301111,89.976443,100,10
6.326116,89.879928,100,10
6.35112,89.783414,100,10
6.376125,89.686899,100,10
6.401129,89.590384,100,10
6.426133,89.493869,100,10
6.451138,89.397353,100,10
6.476142,89.300837,100,10
6.501147,89.204321,100,10
6.526151,89.111257,100,10
6.551156,89.01876,100,10
6.57616,88.926263,100,10
6.601164,88.833765,100,10
6.626169,88.741268,100,10
6.651173,88.648771,100,10
6.676178,88.556273,100,10
6.701182,88.463776,100,10
6.726186,88.371279,100,10
6.751191,88.278781,100,10
6.776195,88.183259,100,10
6.8012,88.087246,100,10
6.826204,87.991232,100,10
6.851208,87.895218,100,10
6.876213,87.799202,100,10
6.901217,87.703185,100,10
6.926222,87.607168,100,10
6.951226,87.511149,100,10
6.976231,87.41513,100,10
7.001235,87.31911,100,10
7.026239,87.225458,100,10
7.051244,87.132184,100,10
7.076248,87.038908,100,10
7.101253,86.945632,100,10
7.126257,86.852355,100,10
7.151261,86.759077,100,10
7.176266,86.665798,100,10
7.20127,86.572518,100,10
7.226275,86.479237,100,10
7.251279,86.385955,100,10
7.276283,86.288547,100,10
7.301288,86.19049,100,10
7.326292,86.092431,100,10
7.351297,85.994373,100,10
7.376301,85.896314,100,10
7.401305,85.798255,100,10
7.42631,85.700196,100,10
7.451314,85.602137,100,10
7.476319,85.504077,100,10
7.501323,85.406016,100,10
7.526328,85.312762,100,10
7.551332,85.220254,100,10
7.576336,85.127746,100,10
7.601341,85.035238,100,10
7.626345,84.942729,100,10
7.65135,84.850221,100,10
7.676354,84.757713,100,10
7.701358,84.665205,100,10
7.726363,84.572696,100,10
7.751367,84.480188,100,10
7.776372,84.387264,100,10
7.801376,84.294274,100,10
7.82638,84.201284,100,10
7.851385,84.108293,100,10
7.876389,84.015301,100,10
7.901394,83.922308,100,10
7.926398,83.829314,100,10
7.951403,83.736319,100,10
7.976407,83.643324,100,10
8.001411,83.550327,100,10
8.026416,83.461036,100,10
8.05142,83.372305,100,10
8.076425,83.283574,100,10
8.101429,83.194844,100,10
8.126433,83.106115,100,10
8.151438,83.017386,100,10
8.176442,82.928658,100,10
8.201447,82.83993,100,10
8.226451,82.751203,100,10
8.251455,82.662477,100,10
8.27646,82.571572,100,10
8.301464,82.480342,100,10
8.326469,82.38911,100,10
8.351473,82.297878,100,10
8.376477,82.206644,100,10
8.401482,82.115408,100,10
8.426486,82.024172,100,10
8.451491,81.932934,100,10
8.476495,81.841695,100,10
8.5015,81.750455,100,10
8.526504,81.66316,100,10
8.551508,81.576444,100,10
8.576513,81.489727,100,10
8.601517,81.403011,100,10
8.626522,81.316294,100,10
8.651526,81.229577,100,10
8.67653,81.142861,100,10
8.701535,81.056144,100,10
8.726539,80.969428,100,10
8.751544,80.882711,100,10
8.776548,80.79365,100,10
8.801552,80.704251,100,10
8.826557,80.614852,100,10
8.851561,80.525453,100,10
8.876566,80.436054,100,10
8.90157,80.346656,100,10
8.926575,80.257258,100,10
8.951579,80.167861,100,10
8.976583,80.078464,100,10
9.001588,79.989067,100,10
9.026592,79.902877,100,10
9.051597,79.817143,100,10
9.076601,79.73141,100,10
9.101605,79.645678,100,10
9.12661,79.559945,100,10
9.151614,79.474213,100,10
9.176619,79.388481,100,10
9.201623,79.30275,100,10
9.226627,79.217018,100,10
9.251632,79.131288,100,10
9.276636,79.043623,100,10
9.301641,78.955688,100,10
9.326645,78.867752,100,10
9.351649,78.779817,100,10
9.376654,78.691881,100,10
9.401658,78.603946,100,10
9.426663,78.51601,100,10
9.451667,78.428075,100,10
9.476672,78.340139,100,10
9.501676,78.252204,100,10
9.52668,78.168085,100,10
9.551685,78.084493,100,10
9.576689,78.000902,100,10
9.601694,77.91731,100,10
9.626698,77.83372,100,10
9.651702,77.750129,100,10
9.676707,77.666539,100,10
9.701711,77.582949,100,10
9.726716,77.499359,100,10
9.75172,77.41577,100,10
9.776724,77.330238,100,10
9.801729,77.244441,100,10
9.826733,77.158645,100,10
9.851738,77.072848,100,10
9.876742,76.987051,100,10
9.901747,76.901255,100,10
9.926751,76.815458,100,10
9.951755,76.729662,100,10
9.97676,76.643865,100,10
10.001764,76.558069,100,10
10.026769,76.475567,100,10
10.051773,76.393507,100,10
10.076777,76.311447,100,10
10.101782,76.229387,100,10
10.126786,76.147328,100,10
10.151791,76.065269,100,10
10.176795,75.98321,100,10
10.201799,75.901151,100,10
10.226804,75.819093,100,10
10.251808,75.737035,100,10
10.276813,75.652884,100,10
10.301817,75.568457,100,10
10.326822,75.48403,100,10
10.351826,75.399604,100,10
10.37683,75.315179,100,10
10.401835,75.230755,100,10
10.426839,75.146331,100,10
10.451844,75.061908,100,10
10.476848,74.977485,100,10
10.501852,74.893063,100,10
10.526857,74.812359,100,10
10.551861,74.732137,100,10
10.576866,74.651916,100,10
10.60187,74.571695,100,10
10.626874,74.491474,100,10
10.651879,74.411253,100,10
10.676883,74.331033,100,10
10.701888,74.250813,100,10
10.726892,74.170594,100,10
10.751896,74.090375,100,10
10.776901,74.007855,100,10
10.801905,73.925041,100,10
10.82691,73.842226,100,10
10.851914,73.759412,100,10
10.876919,73.676597,100,10
10.901923,73.593782,100,10
10.926927,73.510966,100,10
10.951932,73.42815,100,10
10.976936,73.345334,100,10
11.001941,73.262518,100,10
11.026945,73.183295,100,10
11.051949,73.104523,100,10
11.076954,73.025752,100,10
11.101958,72.94698,100,10
11.126963,72.868208,100,10
11.151967,72.789436,100,10
11.176971,72.710664,100,10
11.201976,72.631893,100,10
11.22698,72.553121,100,10
11.251985,72.474349,100,10
11.276989,72.39402,100,10
11.301994,72.313498,100,10
11.326998,72.232977,100,10
11.352002,72.152456,100,10
11.377007,72.071935,100,10
11.402011,71.991415,100,10
11.427016,71.910895,100,10
11.45202,71.830375,100,10
11.477024,71.749856,100,10
11.502029,71.669337,100,10
11.527033,71.591739,100,10
11.552038,71.514495,100,10
11.577042,71.437251,100,10
11.602046,71.360007,100,10
11.627051,71.282763,100,10
11.652055,71.205519,100,10
11.67706,71.128276,100,10
11.702064,71.051032,100,10
11.727068,70.973788,100,10
11.752073,70.896544,100,10
11.777077,70.817739,100,10
11.802082,70.738747,100,10
11.827086,70.659757,100,10
11.852091,70.580766,100,10
11.877095,70.501776,100,10
11.902099,70.422786,100,10
11.927104,70.343796,100,10
11.952108,70.264806,100,10
11.977113,70.185817,100,10
12.002117,70.106829,100,10
12.027121,70.031589,100,10
12.052126,69.956789,100,10
12.07713,69.881989,100,10
12.102135,69.807188,100,10
12.127139,69.732388,100,10
12.152143,69.657588,100,10
12.177148,69.582788,100,10
12.202152,69.507988,100,10
12.227157,69.433188,100,10
12.252161,69.358388,100,10
12.277166,69.281203,100,10
12.30217,69.203743,100,10
12.327174,69.126283,100,10
12.352179,69.048824,100,10
12.377183,68.971365,100,10
12.402188,68.893907,100,10
12.427192,68.816448,100,10
12.452196,68.73899,100,10
12.477201,68.661533,100,10
12.502205,68.584075,100,10
12.52721,68.510299,100,10
12.552214,68.436939,100,10
12.577218,68.363579,100,10
12.602223,68.290219,100,10
12.627227,68.216858,100,10
12.652232,68.143497,100,10
12.677236,68.070135,100,10
12.70224,67.996774,100,10
12.727245,67.923411,100,10
12.752249,67.850049,100,10
12.777254,67.774844,100,10
12.802258,67.699434,100,10
12.827263,67.624024,100,10
12.852267,67.548615,100,10
12.877271,67.473205,100,10
12.902276,67.397795,100,10
12.92728,67.322385,100,10
12.952285,67.246975,100,10
12.977289,67.171565,100,10
13.002293,67.096156,100,10
13.027298,67.023965,100,10
13.052302,66.952127,100,10
13.077307,66.880287,100,10
13.102311,66.808448,100,10
13.127315,66.736608,100,10
13.15232,66.664768,100,10
13.177324,66.592927,100,10
13.202329,66.521086,100,10
13.227333,66.449245,100,10
13.252338,66.377404,100,10
13.277342,66.303717,100,10
13.302346,66.229832,100,10
13.327351,66.155946,100,10
13.352355,66.082061,100,10
13.37736,66.008176,100,10
13.402364,65.934291,100,10
13.427368,65.860406,100,10
13.452373,65.786521,100,10
13.477377,65.712636,100,10
13.502382,65.638751,100,10
13.527386,65.568094,100,10
13.55239,65.497778,100,10
13.577395,65.427461,100,10
13.602399,65.357143,100,10
13.627404,65.286825,100,10
13.652408,65.216507,100,10
13.677413,65.146189,100,10
13.702417,65.07587,100,10
13.727421,65.005551,100,10
13.752426,64.935232,100,10
13.77743,64.863426,100,10
13.802435,64.791466,100,10
13.827439,64.719507,100,10
13.852443,64.647548,100,10
13.877448,64.57559,100,10
13.902452,64.503632,100,10
13.927457,64.431674,100,10
13.952461,64.359716,100,10
13.977465,64.287759,100,10
14.00247,64.215802,100,10
14.027474,64.146894,100,10
14.052479,64.078296,100,10
14.077483,64.009697,100,10
14.102487,63.941099,100,10
14.127492,63.872501,100,10
14.152496,63.803904,100,10
14.177501,63.735307,100,10
14.202505,63.66671,100,10
14.22751,63.598113,100,10
14.252514,63.529517,100,10
14.277518,63.459165,100,10
14.302523,63.388639,100,10
14.327527,63.318113,100,10
14.352532,63.247587,100,10
14.377536,63.177061,100,10
14.40254,63.106535,100,10
14.427545,63.036009,100,10
14.452549,62.965483,100,10
14.477554,62.894958,100,10
14.502558,62.824432,100,10
14.527562,62.756966,100,10
14.552567,62.689798,100,10
14.577571,62.62263,100,10
14.602576,62.555462,100,10
14.62758,62.488295,100,10
14.652585,62.421127,100,10
14.677589,62.353959,100,10
14.702593,62.286791,100,10
14.727598,62.219623,100,10
14.752602,62.152455,100,10
14.777607,62.083614,100,10
14.802611,62.014614,100,10
14.827615,61.945614,100,10
14.85262,61.876614,100,10
14.877624,61.807613,100,10
14.902629,61.738613,100,10
14.927633,61.669613,100,10
14.952637,61.600612,100,10
14.977642,61.531612,100,10
15.002646,61.462612,100,10
15.027651,61.396778,100,10
15.052655,61.33124,100,10
15.077659,61.265702,100,10
15.102664,61.200165,100,10
15.127668,61.134628,100,10
15.152673,61.069091,100,10
15.177677,61.003555,100,10
15.202682,60.938019,100,10
15.227686,60.872483,100,10
15.25269,60.806948,100,10
15.277695,60.739821,100,10
15.302699,60.672548,100,10
15.327704,60.605275,100,10
15.352708,60.538002,100,10
15.377712,60.470729,100,10
15.402717,60.403455,100,10
15.427721,60.33618,100,10
15.452726,60.268906,100,10
15.47773,60.201631,100,10
15.502734,60.134356,100,10
15.527739,60.070079,100,10
15.552743,60.006069,100,10
15.577748,59.942061,100,10
15.602752,59.878052,100,10
15.627757,59.814044,100,10
15.652761,59.750036,100,10
15.677765,59.686029,100,10
15.70277,59.622021,100,10
15.727774,59.558014,100,10
15.752779,59.494008,100,10
15.777783,59.427938,100,10
15.802787,59.361687,100,10
15.827792,59.295436,100,10
15.852796,59.229185,100,10
15.877801,59.162934,100,10
15.902805,59.096683,100,10
15.927809,59.030432,100,10
15.952814,58.964181,100,10
15.977818,58.897931,100,10
16.002823,58.83168,100,10
16.027827,58.768242,100,10
16.052831,58.705044,100,10
16.077836,58.641847,100,10
16.10284,58.57865,100,10
16.127845,58.515452,100,10
16.152849,58.452255,100,10
16.177854,58.389058,100,10
16.202858,58.32586,100,10
16.227862,58.262663,100,10
16.252867,58.199466,100,10
16.277871,58.13468,100,10
16.302876,58.069761,100,10
16.32788,58.004842,100,10
16.352884,57.939924,100,10
16.377889,57.875006,100,10
16.402893,57.810088,100,10
16.427898,57.745171,100,10
16.452902,57.680254,100,10
16.477906,57.615337,100,10
16.502911,57.550421,100,10
16.527915,57.487941,100,10
16.55292,57.425659,100,10
16.577924,57.363378,100,10
16.602929,57.301096,100,10
16.627933,57.238815,100,10
16.652937,57.176534,100,10
16.677942,57.114252,100,10
16.702946,57.051971,100,10
16.727951,56.98969,100,10
16.752955,56.927408,100,10
16.777959,56.863819,100,10
16.802964,56.800126,100,10
16.827968,56.736433,100,10
16.852973,56.672741,100,10
16.877977,56.609049,100,10
16.902981,56.545357,100,10
16.927986,56.481665,100,10
16.95299,56.417974,100,10
16.977995,56.354283,100,10
17.002999,56.290592,100,10
17.028004,56.229734,100,10
17.053008,56.169097,100,10
17.078012,56.108459,100,10
17.103017,56.047823,100,10
17.128021,55.987186,100,10
17.153026,55.92655,100,10
17.17803,55.865914,100,10
17.203034,55.805278,100,10
17.228039,55.744643,100,10
17.253043,55.684008,100,10
17.278048,55.621279,100,10
17.303052,55.55839,100,10
17.328056,55.495502,100,10
17.353061,55.432613,100,10
17.378065,55.369724,100,10
17.40307,55.306836,100,10
17.428074,55.243947,100,10
17.453078,55.181059,100,10
17.478083,55.11817,100,10
17.503087,55.055281,100,10
17.528092,54.995236,100,10
17.553096,54.935401,100,10
17.578101,54.875566,100,10
17.603105,54.815731,100,10
17.628109,54.755896,100,10
17.653114,54.69606,100,10
17.678118,54.636225,100,10
17.703123,54.57639,100,10
17.728127,54.516555,100,10
17.753131,54.45672,100,10
17.778136,54.39597,100,10
17.80314,54.335154,100,10
17.828145,54.274338,100,10
17.853149,54.213524,100,10
17.878153,54.15271,100,10
17.903158,54.091896,100,10
17.928162,54.031083,100,10
17.953167,53.970271,100,10
17.978171,53.909459,100,10
18.003176,53.848648,100,10
18.02818,53.790748,100,10
18.053184,53.733053,100,10
18.078189,53.675357,100,10
18.103193,53.617662,100,10
18.128198,53.559966,100,10
18.153202,53.502271,100,10
18.178206,53.444576,100,10
18.203211,53.38688,100,10
18.228215,53.329185,100,10
18.25322,53.271489,100,10
18.278224,53.212766,100,10
18.303228,53.153973,100,10
18.328233,53.09518,100,10
18.353237,53.036388,100,10
18.378242,52.977596,100,10
18.403246,52.918804,100,10
18.42825,52.860012,100,10
18.453255,52.801221,100,10
18.478259,52.74243,100,10
18.503264,52.683639,100,10
18.528268,52.627307,100,10
18.553273,52.571138,100,10
18.578277,52.514969,100,10
18.603281,52.4588,100,10
18.628286,52.402632,100,10
18.65329,52.346463,100,10
18.678295,52.290294,100,10
18.703299,52.234126,100,10
18.728303,52.177957,100,10
18.753308,52.121788,100,10
18.778312,52.064473,100,10
18.803317,52.007084,100,10
18.828321,51.949695,100,10
18.853325,51.892306,100,10
18.87833,51.834917,100,10
18.903334,51.777528,100,10
18.928339,51.720139,100,10
18.953343,51.662749,100,10
18.978348,51.60536,100,10
19.003352,51.547971,100,10
19.028356,51.49288,100,10
19.053361,51.437933,100,10
19.078365,51.382987,100,10
19.10337,51.32804,100,10
19.128374,51.273093,100,10
19.153378,51.218147,100,10
19.178383,51.1632,100,10
19.203387,51.108253,100,10
19.228392,51.053307,100,10
19.253396,50.99836,100,10
19.2784,50.942427,100,10
19.303405,50.886434,100,10
19.328409,50.83044,100,10
19.353414,50.774446,100,10
19.378418,50.718452,100,10
19.403422,50.662458,100,10
19.428427,50.606463,100,10
19.453431,50.550468,100,10
19.478436,50.494472,100,10
19.50344,50.438476,100,10
19.528445,50.384621,100,10
19.553449,50.330893,100,10
19.578453,50.277165,100,10
19.603458,50.223437,100,10
19.628462,50.169709,100,10
19.653467,50.115981,100,10
19.678471,50.062253,100,10
19.703475,50.008525,100,10
19.72848,49.954797,100,10
19.753484,49.901069,100,10
19.778489,49.846061,100,10
19.803493,49.790979,100,10
19.828497,49.735897,100,10
19.853502,49.680814,100,10
19.878506,49.625731,100,10
19.903511,49.570648,100,10
19.928515,49.515565,100,10
19.95352,49.460481,100,10
19.978524,49.405397,100,10
20.003528,49.350313,100,10
20.028533,49.297958,100,10
20.053537,49.245755,100,10
20.078542,49.193552,100,10
20.103546,49.14135,100,10
20.12855,49.089147,100,10
20.153555,49.036944,100,10
20.178559,48.984741,100,10
20.203564,48.932538,100,10
20.228568,48.880335,100,10
20.253572,48.828133,100,10
20.278577,48.774512,100,10
20.303581,48.720815,100,10
20.328586,48.667118,100,10
20.35359,48.61342,100,10
20.378594,48.559721,100,10
20.403599,48.506021,100,10
20.428603,48.452321,100,10
20.453608,48.398621,100,10
20.478612,48.344919,100,10
20.503617,48.291217,100,10
20.528621,48.239967,100,10
20.553625,48.188844,100,10
20.57863,48.137721,100,10
20.603634,48.086598,100,10
20.628639,48.035474,100,10
20.653643,47.98435,100,10
20.678647,47.933225,100,10
20.703652,47.8821,100,10
20.728656,47.830975,100,10
20.753661,47.77985,100,10
20.778665,47.727403,100,10
20.803669,47.674889,100,10
20.828674,47.622376,100,10
20.853678,47.569863,100,10
20.878683,47.51735,100,10
20.903687,47.464837,100,10
20.928692,47.412323,100,10
20.953696,47.35981,100,10
20.9787,47.307297,100,10
21.003705,47.254784,100,10
21.028709,47.204892,100,10
21.053714,47.155126,100,10
21.078718,47.105361,100,10
21.103722,47.055596,100,10
21.128727,47.00583,100,10
21.153731,46.956065,100,10
21.178736,46.9063,100,10
21.20374,46.856534,100,10
21.228744,46.806769,100,10
21.253749,46.757003,100,10
21.278753,46.705779,100,10
21.303758,46.654487,100,10
21.328762,46.603195,100,10
21.353767,46.551903,100,10
21.378771,46.500611,100,10
21.403775,46.449319,100,10
21.42878,46.398027,100,10
21.453784,46.346734,100,10
21.478789,46.295442,100,10
21.503793,46.24415,100,10
21.528797,46.194904,100,10
21.553802,46.145749,100,10
21.578806,46.096594,100,10
21.603811,46.047439,100,10
21.628815,45.998284,100,10
21.653819,45.94913,100,10
21.678824,45.899975,100,10
21.703828,45.85082,100,10
21.728833,45.801665,100,10
21.753837,45.75251,100,10
21.778841,45.702616,100,10
21.803846,45.65269,100,10
21.82885,45.602764,100,10
21.853855,45.552839,100,10
21.878859,45.502914,100,10
21.903864,45.452989,100,10
21.928868,45.403065,100,10
21.953872,45.353141,100,10
21.978877,45.303217,100,10
22.003881,45.253294,100,10
22.028886,45.205282,100,10
22.05389,45.15735,100,10
22.078894,45.109418,100,10
22.103899,45.061486,100,10
22.128903,45.013554,100,10
22.153908,44.965622,100,10
22.178912,44.917689,100,10
22.203916,44.869757,100,10
22.228921,44.821825,100,10
22.253925,44.773893,100,10
22.27893,44.724643,100,10
22.303934,44.675341,100,10
22.328939,44.626038,100,10
22.353943,44.576736,100,10
22.378947,44.527433,100,10
22.403952,44.478129,100,10
22.428956,44.428825,100,10
22.453961,44.379521,100,10
22.478965,44.330217,100,10
22.503969,44.280912,100,10
22.528974,44.233955,100,10
22.553978,44.187086,100,10
22.578983,44.140218,100,10
22.603987,44.09335,100,10
22.628991,44.046482,100,10
22.653996,43.999615,100,10
22.679,43.952748,100,10
22.704005,43.905881,100,10
22.729009,43.859015,100,10
22.754013,43.812149,100,10
22.779018,43.764254,100,10
22.804022,43.716322,100,10
22.829027,43.66839,100,10
22.854031,43.620457,100,10
22.879036,43.572525,100,10
22.90404,43.524593,100,10
22.929044,43.476661,100,10
22.954049,43.428729,100,10
22.979053,43.380797,100,10
23.004058,43.332865,100,10
23.029062,43.287145,100,10
23.054066,43.2415,100,10
23.079071,43.195856,100,10
23.104075,43.150211,100,10
23.12908,43.104565,100,10
23.154084,43.05892,100,10
23.179088,43.013274,100,10
23.204093,42.967627,100,10
23.229097,42.921981,100,10
23.254102,42.876334,100,10
23.279106,42.829509,100,10
23.304111,42.782646,100,10
23.329115,42.735783,100,10
23.354119,42.68892,100,10
23.379124,42.642058,100,10
23.404128,42.595196,100,10
23.429133,42.548335,100,10
23.454137,42.501474,100,10
23.479141,42.454613,100,10
23.504146,42.407752,100,10
23.52915,42.363109,100,10
23.554155,42.318533,100,10
23.579159,42.273958,100,10
23.604163,42.229383,100,10
23.629168,42.184807,100,10
23.654172,42.140232,100,10
23.679177,42.095657,100,10
23.704181,42.051081,100,10
23.729185,42.006506,100,10
23.75419,41.961931,100,10
23.779194,41.916313,100,10
23.804199,41.870665,100,10
23.829203,41.825016,100,10
23.854208,41.779367,100,10
23.879212,41.733718,100,10
23.904216,41.688068,100,10
23.929221,41.642419,100,10
23.954225,41.596768,100,10
23.97923,41.551118,100,10
24.004234,41.505467,100,10
24.029238,41.461754,100,10
24.054243,41.418093,100,10
24.079247,41.374432,100,10
24.104252,41.330772,100,10
24.129256,41.287111,100,10
24.15426,41.24345,100,10
24.179265,41.199789,100,10
24.204269,41.156129,100,10
24.229274,41.112468,100,10
24.254278,41.068807,100,10
24.279283,41.023956,100,10
24.304287,40.979074,100,10
24.329291,40.934192,100,10
24.354296,40.889311,100,10
24.3793,40.844429,100,10
24.404305,40.799547,100,10
24.429309,40.754666,100,10
24.454313,40.709784,100,10
24.479318,40.664902,100,10
24.504322,40.62002,100,10
24.529327,40.577384,100,10
24.554331,40.534802,100,10
24.579335,40.49222,100,10
24.60434,40.449638,100,10
24.629344,40.407057,100,10
24.654349,40.364476,100,10
24.679353,40.321895,100,10
24.704358,40.279315,100,10
24.729362,40.236735,100,10
24.754366,40.194155,100,10
24.779371,40.15052,100,10
24.804375,40.106862,100,10
24.82938,40.063203,100,10
24.854384,40.019545,100,10
24.879388,39.975887,100,10
24.904393,39.932228,100,10
24.929397,39.88857,100,10
24.954402,39.844912,100,10
