depth,dose,ssd,field_size
2.975434,98.627278,100,10
3.000438,98.416926,100,10
3.025441,98.206567,100,10
3.050445,97.996203,100,10
3.075449,97.785833,100,10
3.100452,97.575458,100,10
3.125456,97.365076,100,10
3.15046,97.154689,100,10
3.175463,96.944296,100,10
3.200467,96.733897,100,10
3.225471,96.479306,100,10
3.250474,96.133671,100,10
3.275478,95.788021,100,10
3.300482,95.442358,100,10
3.325485,95.096679,100,10
3.350489,94.750986,100,10
3.375493,94.405278,100,10
3.400496,94.059556,100,10
3.4255,93.713819,100,10
3.450503,93.368067,100,10
3.475507,92.975788,100,10
3.500511,92.488249,100,10
3.525514,92.000696,100,10
3.550518,91.513129,100,10
3.575522,91.025548,100,10
3.600525,90.537953,100,10
3.625529,90.050344,100,10
3.650533,89.562721,100,10
3.675536,89.075084,100,10
3.70054,88.587433,100,10
3.725544,88.04743,100,10
3.750547,87.400879,100,10
3.775551,86.754307,100,10
3.800555,86.107712,100,10
3.825558,85.461094,100,10
3.850562,84.814454,100,10
3.875566,84.167792,100,10
3.900569,83.521107,100,10
3.925573,82.874401,100,10
3.950576,82.227671,100,10
3.97558,81.529999,100,10
4.000584,80.729278,100,10
4.025587,79.928525,100,10
4.050591,79.12774,100,10
4.075595,78.326922,100,10
4.100598,77.526072,100,10
4.125602,76.72519,100,10
4.150606,75.924276,100,10
4.175609,75.123329,100,10
4.200613,74.322351,100,10
4.225617,73.473592,100,10
4.25062,72.528786,100,10
4.275624,71.583951,100,10
4.300628,70.63909,100,10
4.325631,69.694201,100,10
4.350635,68.749285,100,10
4.375638,67.804342,100,10
4.400642,66.859371,100,10
4.425646,65.914373,100,10
4.450649,64.969348,100,10
4.475653,63.992405,100,10
4.500657,62.951701,100,10
4.52566,61.91099,100,10
4.550664,60.870271,100,10
4.575668,59.829544,100,10
4.600671,58.78881,100,10
4.625675,57.748069,100,10
4.650679,56.707319,100,10
4.675682,55.666563,100,10
4.700686,54.625798,100,10
4.72569,53.565594,100,10
4.750693,52.466787,100,10
4.775697,51.367999,100,10
4.8007,50.26923,100,10
4.825704,49.170481,100,10
4.850708,48.071751,100,10
4.875711,46.97304,100,10
4.900715,45.874348,100,10
4.925719,44.775676,100,10
4.950722,43.677023,100,10
4.975726,42.580603,100,10
5.00073,41.488583,100,10
5.025733,40.396594,100,10
5.050737,39.304636,100,10
5.075741,38.212709,100,10
5.100744,37.120813,100,10
5.125748,36.028948,100,10
5.150752,34.937114,100,10
5.175755,33.845311,100,10
5.200759,32.75354,100,10
5.225763,31.69866,100,10
5.250766,30.716178,100,10
5.27577,29.733713,100,10
5.300773,28.751267,100,10
5.325777,27.768838,100,10
5.350781,26.786428,100,10
5.375784,25.804036,100,10
5.400788,24.821662,100,10
5.425792,23.839306,100,10
5.450795,22.856968,100,10
5.475799,21.940093,100,10
5.500803,21.150961,100,10
5.525806,20.361837,100,10
5.55081,19.572721,100,10
5.575814,18.783611,100,10
5.600817,17.99451,100,10
5.625821,17.205416,100,10
5.650825,16.416329,100,10
5.675828,15.62725,100,10
5.700832,14.838179,100,10
5.725835,14.126827,100,10
5.750839,13.566256,100,10
5.775843,13.005687,100,10
5.800846,12.44512,100,10
5.82585,11.884555,100,10
5.850854,11.323991,100,10
5.875857,10.76343,100,10
5.900861,10.202871,100,10
5.925865,9.642314,100,10
5.950868,9.081759,100,10
5.975872,8.595574,100,10
6.000876,8.252826,100,10
6.025879,7.910076,100,10
6.050883,7.567323,100,10
6.075887,7.224569,100,10
6.10089,6.881813,100,10
6.125894,6.539056,100,10
6.150898,6.196296,100,10
6.175901,5.853534,100,10
6.200905,5.510771,100,10
6.225908,5.225398,100,10
6.250912,5.050066,100,10
6.275916,4.874734,100,10
6.300919,4.699401,100,10
6.325923,4.524069,100,10
6.350927,4.348736,100,10
6.37593,4.173404,100,10
6.400934,3.998071,100,10
6.425938,3.822738,100,10
6.450941,3.647405,100,10
6.475945,3.505476,100,10
6.500949,3.427217,100,10
6.525952,3.348959,100,10
6.550956,3.270704,100,10
6.57596,3.19245,100,10
6.600963,3.114198,100,10
6.625967,3.035948,100,10
6.65097,2.9577,100,10
6.675974,2.879454,100,10
6.700978,2.801209,100,10
6.725981,2.738551,100,10
6.750985,2.705424,100,10
6.775989,2.672298,100,10
6.800992,2.639174,100,10
6.825996,2.60605,100,10
6.851,2.572928,100,10
6.876003,2.539806,100,10
6.901007,2.506686,100,10
6.926011,2.473567,100,10
6.951014,2.440449,100,10
6.976018,2.414453,100,10
7.001022,2.401871,100,10
7.026025,2.389289,100,10
7.051029,2.376708,100,10
7.076032,2.364126,100,10
7.101036,2.351544,100,10
7.12604,2.338963,100,10
7.151043,2.326382,100,10
7.176047,2.3138,100,10
7.201051,2.301219,100,10
7.226054,2.291389,100,10
7.251058,2.286709,100,10
7.276062,2.282028,100,10
7.301065,2.277347,100,10
7.326069,2.272665,100,10
7.351073,2.267983,100,10
7.376076,2.2633,100,10
7.40108,2.258616,100,10
7.426084,2.253932,100,10
7.451087,2.249248,100,10
7.476091,2.245061,100,10
7.501095,2.241803,100,10
7.526098,2.238544,100,10
7.551102,2.235285,100,10
7.576105,2.232024,100,10
7.601109,2.228762,100,10
7.626113,2.225499,100,10
7.651116,2.222235,100,10
7.67612,2.21897,100,10
7.701124,2.215704,100,10
7.726127,2.212416,100,10
7.751131,2.209089,100,10
7.776135,2.205761,100,10
7.801138,2.202432,100,10
7.826142,2.199102,100,10
7.851146,2.195771,100,10
7.876149,2.192439,100,10
7.901153,2.189107,100,10
7.926157,2.185774,100,10
7.95116,2.182439,100,10
7.976164,2.179369,100,10
8.001167,2.176784,100,10
8.026171,2.174199,100,10
8.051175,2.171614,100,10
8.076178,2.169029,100,10
8.101182,2.166443,100,10
8.126186,2.163857,100,10
8.151189,2.161271,100,10
8.176193,2.158685,100,10
8.201197,2.156099,100,10
8.2262,2.153992,100,10
8.251204,2.152765,100,10
8.276208,2.151538,100,10
8.301211,2.150312,100,10
8.326215,2.149085,100,10
8.351219,2.147859,100,10
8.376222,2.146633,100,10
8.401226,2.145408,100,10
8.42623,2.144182,100,10
8.451233,2.142957,100,10
8.476237,2.142313,100,10
8.50124,2.142725,100,10
8.526244,2.143139,100,10
8.551248,2.143553,100,10
8.576251,2.143967,100,10
8.601255,2.144383,100,10
8.626259,2.144799,100,10
8.651262,2.145216,100,10
8.676266,2.145633,100,10
8.70127,2.146052,100,10
8.726273,2.146821,100,10
8.751277,2.148226,100,10
8.776281,2.149631,100,10
8.801284,2.151038,100,10
8.826288,2.152446,100,10
8.851292,2.153856,100,10
8.876295,2.155266,100,10
8.901299,2.156678,100,10
8.926302,2.15809,100,10
8.951306,2.159504,100,10
8.97631,2.160521,100,10
9.001313,2.16082,100,10
9.026317,2.16112,100,10
9.051321,2.161421,100,10
9.076324,2.161723,100,10
9.101328,2.162025,100,10
9.126332,2.162328,100,10
9.151335,2.162632,100,10
9.176339,2.162936,100,10
9.201343,2.163242,100,10
9.226346,2.162634,100,10
9.25135,2.160394,100,10
9.276354,2.158154,100,10
9.301357,2.155914,100,10
9.326361,2.153674,100,10
9.351364,2.151434,100,10
9.376368,2.149194,100,10
9.401372,2.146954,100,10
9.426375,2.144714,100,10
9.451379,2.142474,100,10
9.476383,2.13838,100,10
9.501386,2.130994,100,10
9.52639,2.123607,100,10
9.551394,2.11622,100,10
9.576397,2.108833,100,10
9.601401,2.101445,100,10
9.626405,2.094058,100,10
9.651408,2.08667,100,10
9.676412,2.079283,100,10
9.701416,2.071895,100,10
9.726419,2.06307,100,10
9.751423,2.051705,100,10
9.776427,2.040341,100,10
9.80143,2.028977,100,10
9.826434,2.017612,100,10
9.851437,2.006247,100,10
9.876441,1.994882,100,10
9.901445,1.983517,100,10
