offset,dose,field_size,depth
-15.00,3.20,10,1.25
-14.90,3.29,10,1.25
-14.80,3.39,10,1.25
-14.70,3.48,10,1.25
-14.60,3.57,10,1.25
-14.50,3.67,10,1.25
-14.40,3.76,10,1.25
-14.30,3.86,10,1.25
-14.20,3.91,10,1.25
-14.10,3.94,10,1.25
-14.00,3.96,10,1.25
-13.90,4.08,10,1.25
-13.80,4.20,10,1.25
-13.70,4.32,10,1.25
-13.60,4.44,10,1.25
-13.50,4.56,10,1.25
-13.40,4.68,10,1.25
-13.30,4.80,10,1.25
-13.20,4.88,10,1.25
-13.10,4.91,10,1.25
-13.00,4.94,10,1.25
-12.90,5.08,10,1.25
-12.80,5.21,10,1.25
-12.70,5.34,10,1.25
-12.60,5.48,10,1.25
-12.50,5.61,10,1.25
-12.40,5.74,10,1.25
-12.30,5.88,10,1.25
-12.20,5.95,10,1.25
-12.10,5.98,10,1.25
-12.00,6.00,10,1.25
-11.90,6.20,10,1.25
-11.80,6.41,10,1.25
-11.70,6.61,10,1.25
-11.60,6.82,10,1.25
-11.50,7.02,10,1.25
-11.40,7.22,10,1.25
-11.30,7.43,10,1.25
-11.20,7.62,10,1.25
-11.10,7.80,10,1.25
-11.00,7.99,10,1.25
-10.90,8.05,10,1.25
-10.80,8.11,10,1.25
-10.70,9.65,10,1.25
-10.60,12.65,10,1.25
-10.50,15.65,10,1.25
-10.40,24.00,10,1.25
-10.30,32.35,10,1.25
-10.20,44.45,10,1.25
-10.10,60.31,10,1.25
-10.00,76.18,10,1.25
-9.90,86.01,10,1.25
-9.80,95.83,10,1.25
-9.70,101.76,10,1.25
-9.60,103.77,10,1.25
-9.50,105.78,10,1.25
-9.40,105.86,10,1.25
-9.30,105.93,10,1.25
-9.20,106.04,10,1.25
-9.10,106.18,10,1.25
-9.00,106.32,10,1.25
-8.90,106.41,10,1.25
-8.80,106.50,10,1.25
-8.70,106.59,10,1.25
-8.60,106.69,10,1.25
-8.50,106.79,10,1.25
-8.40,106.84,10,1.25
-8.30,106.89,10,1.25
-8.20,106.93,10,1.25
-8.10,106.97,10,1.25
-8.00,107.01,10,1.25
-7.90,107.03,10,1.25
-7.80,107.05,10,1.25
-7.70,107.09,10,1.25
-7.60,107.15,10,1.25
-7.50,107.21,10,1.25
-7.40,107.22,10,1.25
-7.30,107.23,10,1.25
-7.20,107.25,10,1.25
-7.10,107.28,10,1.25
-7.00,107.31,10,1.25
-6.90,107.30,10,1.25
-6.80,107.30,10,1.25
-6.70,107.33,10,1.25
-6.60,107.39,10,1.25
-6.50,107.45,10,1.25
-6.40,107.45,10,1.25
-6.30,107.44,10,1.25
-6.20,107.44,10,1.25
-6.10,107.45,10,1.25
-6.00,107.46,10,1.25
-5.90,107.42,10,1.25
-5.80,107.38,10,1.25
-5.70,107.35,10,1.25
-5.60,107.35,10,1.25
-5.50,107.34,10,1.25
-5.40,107.27,10,1.25
-5.30,107.19,10,1.25
-5.20,107.13,10,1.25
-5.10,107.10,10,1.25
-5.00,107.06,10,1.25
-4.90,107.01,10,1.25
-4.80,106.95,10,1.25
-4.70,106.92,10,1.25
-4.60,106.91,10,1.25
-4.50,106.90,10,1.25
-4.40,106.84,10,1.25
-4.30,106.78,10,1.25
-4.20,106.74,10,1.25
-4.10,106.70,10,1.25
-4.00,106.66,10,1.25
-3.90,106.62,10,1.25
-3.80,106.57,10,1.25
-3.70,106.54,10,1.25
-3.60,106.53,10,1.25
-3.50,106.51,10,1.25
-3.40,106.48,10,1.25
-3.30,106.45,10,1.25
-3.20,106.42,10,1.25
-3.10,106.39,10,1.25
-3.00,106.36,10,1.25
-2.90,106.33,10,1.25
-2.80,106.30,10,1.25
-2.70,106.27,10,1.25
-2.60,106.25,10,1.25
-2.50,106.22,10,1.25
-2.40,106.20,10,1.25
-2.30,106.17,10,1.25
-2.20,106.14,10,1.25
-2.10,106.10,10,1.25
-2.00,106.07,10,1.25
-1.90,106.03,10,1.25
-1.80,106.00,10,1.25
-1.70,105.97,10,1.25
-1.60,105.94,10,1.25
-1.50,105.91,10,1.25
-1.40,105.88,10,1.25
-1.30,105.86,10,1.25
-1.20,105.83,10,1.25
-1.10,105.79,10,1.25
-1.00,105.76,10,1.25
-0.90,105.73,10,1.25
-0.80,105.70,10,1.25
-0.70,105.67,10,1.25
-0.60,105.63,10,1.25
-0.50,105.60,10,1.25
-0.40,105.56,10,1.25
-0.30,105.53,10,1.25
-0.20,105.50,10,1.25
-0.10,105.47,10,1.25
0.00,105.45,10,1.25
0.10,105.47,10,1.25
0.20,105.49,10,1.25
0.30,105.52,10,1.25
0.40,105.56,10,1.25
0.50,105.60,10,1.25
0.60,105.63,10,1.25
0.70,105.66,10,1.25
0.80,105.69,10,1.25
0.90,105.73,10,1.25
1.00,105.77,10,1.25
1.10,105.80,10,1.25
1.20,105.83,10,1.25
1.30,105.86,10,1.25
1.40,105.90,10,1.25
1.50,105.94,10,1.25
1.60,105.97,10,1.25
1.70,106.00,10,1.25
1.80,106.04,10,1.25
1.90,106.07,10,1.25
2.00,106.11,10,1.25
2.10,106.14,10,1.25
2.20,106.17,10,1.25
2.30,106.21,10,1.25
2.40,106.24,10,1.25
2.50,106.28,10,1.25
2.60,106.31,10,1.25
2.70,106.34,10,1.25
2.80,106.37,10,1.25
2.90,106.40,10,1.25
3.00,106.43,10,1.25
3.10,106.47,10,1.25
3.20,106.51,10,1.25
3.30,106.54,10,1.25
3.40,106.56,10,1.25
3.50,106.59,10,1.25
3.60,106.63,10,1.25
3.70,106.67,10,1.25
3.80,106.70,10,1.25
3.90,106.74,10,1.25
4.00,106.77,10,1.25
4.10,106.83,10,1.25
4.20,106.89,10,1.25
4.30,106.93,10,1.25
4.40,106.97,10,1.25
4.50,107.00,10,1.25
4.60,107.05,10,1.25
4.70,107.10,10,1.25
4.80,107.14,10,1.25
4.90,107.17,10,1.25
5.00,107.21,10,1.25
5.10,107.29,10,1.25
5.20,107.36,10,1.25
5.30,107.42,10,1.25
5.40,107.45,10,1.25
5.50,107.49,10,1.25
5.60,107.54,10,1.25
5.70,107.60,10,1.25
5.80,107.64,10,1.25
5.90,107.66,10,1.25
6.00,107.67,10,1.25
6.10,107.69,10,1.25
6.20,107.72,10,1.25
6.30,107.71,10,1.25
6.40,107.67,10,1.25
6.50,107.63,10,1.25
6.60,107.61,10,1.25
6.70,107.59,10,1.25
6.80,107.56,10,1.25
6.90,107.54,10,1.25
7.00,107.52,10,1.25
7.10,107.52,10,1.25
7.20,107.53,10,1.25
7.30,107.51,10,1.25
7.40,107.47,10,1.25
7.50,107.43,10,1.25
7.60,107.39,10,1.25
7.70,107.35,10,1.25
7.80,107.32,10,1.25
7.90,107.29,10,1.25
8.00,107.26,10,1.25
8.10,107.23,10,1.25
8.20,107.21,10,1.25
8.30,107.15,10,1.25
8.40,107.07,10,1.25
8.50,106.99,10,1.25
8.60,106.86,10,1.25
8.70,106.73,10,1.25
8.80,106.63,10,1.25
8.90,106.55,10,1.25
9.00,106.47,10,1.25
9.10,106.40,10,1.25
9.20,106.33,10,1.25
9.30,105.96,10,1.25
9.40,105.28,10,1.25
9.50,104.61,10,1.25
9.60,102.74,10,1.25
9.70,100.88,10,1.25
9.80,95.98,10,1.25
9.90,88.06,10,1.25
10.00,80.13,10,1.25
10.10,62.36,10,1.25
10.20,44.60,10,1.25
10.30,31.23,10,1.25
10.40,22.26,10,1.25
10.50,13.30,10,1.25
10.60,11.88,10,1.25
10.70,10.46,10,1.25
10.80,9.37,10,1.25
10.90,8.60,10,1.25
11.00,7.84,10,1.25
11.10,7.65,10,1.25
11.20,7.46,10,1.25
11.30,7.27,10,1.25
11.40,7.08,10,1.25
11.50,6.89,10,1.25
11.60,6.70,10,1.25
11.70,6.51,10,1.25
11.80,6.37,10,1.25
11.90,6.29,10,1.25
12.00,6.20,10,1.25
12.10,6.08,10,1.25
12.20,5.96,10,1.25
12.30,5.84,10,1.25
12.40,5.71,10,1.25
12.50,5.59,10,1.25
12.60,5.47,10,1.25
12.70,5.34,10,1.25
12.80,5.25,10,1.25
12.90,5.19,10,1.25
13.00,5.12,10,1.25
13.10,5.01,10,1.25
13.20,4.91,10,1.25
13.30,4.80,10,1.25
13.40,4.70,10,1.25
13.50,4.59,10,1.25
13.60,4.48,10,1.25
13.70,4.38,10,1.25
13.80,4.30,10,1.25
13.90,4.24,10,1.25
14.00,4.19,10,1.25
14.10,4.10,10,1.25
14.20,4.01,10,1.25
14.30,3.92,10,1.25
14.40,3.83,10,1.25
14.50,3.74,10,1.25
14.60,3.65,10,1.25
14.70,3.56,10,1.25
14.80,3.49,10,1.25
14.90,3.45,10,1.25
15.00,3.42,10,1.25
