offset,dose,field_size,depth
-25.00,2.79,10,1.25
-24.90,3.88,10,1.25
-24.80,4.96,10,1.25
-24.70,5.60,10,1.25
-24.60,5.79,10,1.25
-24.50,5.98,10,1.25
-24.40,6.17,10,1.25
-24.30,6.36,10,1.25
-24.20,6.47,10,1.25
-24.10,6.48,10,1.25
-24.00,6.50,10,1.25
-23.90,6.63,10,1.25
-23.80,6.76,10,1.25
-23.70,6.88,10,1.25
-23.60,7.01,10,1.25
-23.50,7.14,10,1.25
-23.40,7.27,10,1.25
-23.30,7.39,10,1.25
-23.20,7.50,10,1.25
-23.10,7.59,10,1.25
-23.00,7.68,10,1.25
-22.90,7.83,10,1.25
-22.80,7.98,10,1.25
-22.70,8.13,10,1.25
-22.60,8.28,10,1.25
-22.50,8.43,10,1.25
-22.40,8.58,10,1.25
-22.30,8.73,10,1.25
-22.20,8.84,10,1.25
-22.10,8.91,10,1.25
-22.00,8.98,10,1.25
-21.90,9.20,10,1.25
-21.80,9.43,10,1.25
-21.70,9.65,10,1.25
-21.60,9.87,10,1.25
-21.50,10.09,10,1.25
-21.40,10.31,10,1.25
-21.30,10.53,10,1.25
-21.20,10.85,10,1.25
-21.10,11.27,10,1.25
-21.00,11.69,10,1.25
-20.90,11.89,10,1.25
-20.80,12.10,10,1.25
-20.70,15.20,10,1.25
-20.60,21.20,10,1.25
-20.50,27.21,10,1.25
-20.40,41.25,10,1.25
-20.30,55.30,10,1.25
-20.20,69.40,10,1.25
-20.10,83.54,10,1.25
-20.00,97.69,10,1.25
-19.90,103.30,10,1.25
-19.80,108.91,10,1.25
-19.70,112.02,10,1.25
-19.60,112.63,10,1.25
-19.50,113.24,10,1.25
-19.40,113.31,10,1.25
-19.30,113.38,10,1.25
-19.20,113.47,10,1.25
-19.10,113.60,10,1.25
-19.00,113.73,10,1.25
-18.90,113.84,10,1.25
-18.80,113.95,10,1.25
-18.70,114.05,10,1.25
-18.60,114.14,10,1.25
-18.50,114.22,10,1.25
-18.40,114.29,10,1.25
-18.30,114.35,10,1.25
-18.20,114.41,10,1.25
-18.10,114.47,10,1.25
-18.00,114.53,10,1.25
-17.90,114.58,10,1.25
-17.80,114.64,10,1.25
-17.70,114.70,10,1.25
-17.60,114.76,10,1.25
-17.50,114.82,10,1.25
-17.40,114.84,10,1.25
-17.30,114.86,10,1.25
-17.20,114.89,10,1.25
-17.10,114.94,10,1.25
-17.00,114.98,10,1.25
-16.90,115.01,10,1.25
-16.80,115.03,10,1.25
-16.70,115.07,10,1.25
-16.60,115.11,10,1.25
-16.50,115.16,10,1.25
-16.40,115.18,10,1.25
-16.30,115.19,10,1.25
