offset,dose,field_size,depth
-7.421172,0.129241,2,10
-7.396161,0.130091,2,10
-7.37115,0.130942,2,10
-7.346139,0.131793,2,10
-7.321127,0.132643,2,10
-7.296116,0.133494,2,10
-7.271105,0.134345,2,10
-7.246094,0.135202,2,10
-7.221082,0.136091,2,10
-7.196071,0.13698,2,10
-7.17106,0.137867,2,10
-7.146049,0.138755,2,10
-7.121037,0.139641,2,10
-7.096026,0.140527,2,10
-7.071015,0.141412,2,10
-7.046003,0.142297,2,10
-7.020992,0.143181,2,10
-6.995981,0.144057,2,10
-6.97097,0.144902,2,10
-6.945958,0.145748,2,10
-6.920947,0.146593,2,10
-6.895936,0.147438,2,10
-6.870925,0.148283,2,10
-6.845913,0.149128,2,10
-6.820902,0.149974,2,10
-6.795891,0.150819,2,10
-6.77088,0.151664,2,10
-6.745868,0.15251,2,10
-6.720857,0.153357,2,10
-6.695846,0.154204,2,10
-6.670835,0.155052,2,10
-6.645823,0.155899,2,10
-6.620812,0.156746,2,10
-6.595801,0.157594,2,10
-6.57079,0.158441,2,10
-6.545778,0.159288,2,10
-6.520767,0.160136,2,10
-6.495756,0.160983,2,10
-6.470745,0.16183,2,10
-6.445733,0.162678,2,10
-6.420722,0.163525,2,10
-6.395711,0.164372,2,10
-6.370699,0.16522,2,10
-6.345688,0.166067,2,10
-6.320677,0.166915,2,10
-6.295666,0.167762,2,10
-6.270654,0.168609,2,10
-6.245643,0.169664,2,10
-6.220632,0.171613,2,10
-6.195621,0.173564,2,10
-6.170609,0.175515,2,10
-6.145598,0.177466,2,10
-6.120587,0.179418,2,10
-6.095576,0.181371,2,10
-6.070564,0.183325,2,10
-6.045553,0.185279,2,10
-6.020542,0.187234,2,10
-5.995531,0.189199,2,10
-5.970519,0.191201,2,10
-5.945508,0.193203,2,10
-5.920497,0.195204,2,10
-5.895486,0.197205,2,10
-5.870474,0.199205,2,10
-5.845463,0.201204,2,10
-5.820452,0.203202,2,10
-5.795441,0.2052,2,10
-5.770429,0.207197,2,10
-5.745418,0.209241,2,10
-5.720407,0.21148,2,10
-5.695395,0.213719,2,10
-5.670384,0.215959,2,10
-5.645373,0.2182,2,10
-5.620362,0.220441,2,10
-5.59535,0.222683,2,10
-5.570339,0.224926,2,10
-5.545328,0.227169,2,10
-5.520317,0.229413,2,10
-5.495305,0.231605,2,10
-5.470294,0.233583,2,10
-5.445283,0.235562,2,10
-5.420272,0.23754,2,10
-5.39526,0.239518,2,10
-5.370249,0.241496,2,10
-5.345238,0.243475,2,10
-5.320227,0.245453,2,10
-5.295215,0.247431,2,10
-5.270204,0.24941,2,10
-5.245193,0.251391,2,10
-5.220182,0.253383,2,10
-5.19517,0.255375,2,10
-5.170159,0.257367,2,10
-5.145148,0.259357,2,10
-5.120137,0.261347,2,10
-5.095125,0.263336,2,10
-5.070114,0.265325,2,10
-5.045103,0.267313,2,10
-5.020091,0.2693,2,10
-4.99508,0.271341,2,10
-4.970069,0.27359,2,10
-4.945058,0.275839,2,10
-4.920046,0.278089,2,10
-4.895035,0.280339,2,10
-4.870024,0.282591,2,10
-4.845013,0.284843,2,10
-4.820001,0.287095,2,10
-4.79499,0.289348,2,10
-4.769979,0.291602,2,10
-4.744968,0.293799,2,10
-4.719956,0.295777,2,10
-4.694945,0.297755,2,10
-4.669934,0.299734,2,10
-4.644923,0.301712,2,10
-4.619911,0.30369,2,10
-4.5949,0.305669,2,10
-4.569889,0.307647,2,10
-4.544878,0.309625,2,10
-4.519866,0.311603,2,10
-4.494855,0.313643,2,10
-4.469844,0.315906,2,10
-4.444833,0.318168,2,10
-4.419821,0.320431,2,10
-4.39481,0.322694,2,10
-4.369799,0.324957,2,10
-4.344787,0.32722,2,10
-4.319776,0.329483,2,10
-4.294765,0.331746,2,10
-4.269754,0.334002,2,10
-4.244742,0.337183,2,10
-4.219731,0.343674,2,10
-4.19472,0.350166,2,10
-4.169709,0.356659,2,10
-4.144697,0.363154,2,10
-4.119686,0.36965,2,10
-4.094675,0.376148,2,10
-4.069664,0.382647,2,10
-4.044652,0.389147,2,10
-4.019641,0.395648,2,10
-3.99463,0.401835,2,10
-3.969619,0.406918,2,10
-3.944607,0.412001,2,10
-3.919596,0.417085,2,10
-3.894585,0.422168,2,10
-3.869574,0.427251,2,10
-3.844562,0.432334,2,10
-3.819551,0.437417,2,10
-3.79454,0.4425,2,10
-3.769529,0.447583,2,10
-3.744517,0.452665,2,10
-3.719506,0.457743,2,10
-3.694495,0.462819,2,10
-3.669483,0.467896,2,10
-3.644472,0.472971,2,10
-3.619461,0.478046,2,10
-3.59445,0.483121,2,10
-3.569438,0.488194,2,10
-3.544427,0.493267,2,10
-3.519416,0.498339,2,10
-3.494405,0.503413,2,10
-3.469393,0.508493,2,10
