offset,dose,field_size,depth
-30.00,0.00,10,1.25
-29.90,0.00,10,1.25
-29.80,0.00,10,1.25
-29.70,0.00,10,1.25
-29.60,0.00,10,1.25
-29.50,0.00,10,1.25
-29.40,0.00,10,1.25
-29.30,0.00,10,1.25
-29.20,0.00,10,1.25
-29.10,0.00,10,1.25
-29.00,0.00,10,1.25
-28.90,0.00,10,1.25
-28.80,0.00,10,1.25
-28.70,0.00,10,1.25
-28.60,0.00,10,1.25
-28.50,0.00,10,1.25
-28.40,0.00,10,1.25
-28.30,0.00,10,1.25
-28.20,0.00,10,1.25
-28.10,0.00,10,1.25
-28.00,0.00,10,1.25
-27.90,0.00,10,1.25
-27.80,0.00,10,1.25
-27.70,0.00,10,1.25
-27.60,0.00,10,1.25
-27.50,0.00,10,1.25
-27.40,0.00,10,1.25
-27.30,0.00,10,1.25
-27.20,0.00,10,1.25
-27.10,0.00,10,1.25
-27.00,0.00,10,1.25
-26.90,0.00,10,1.25
-26.80,0.00,10,1.25
-26.70,0.00,10,1.25
-26.60,0.00,10,1.25
-26.50,0.00,10,1.25
-26.40,0.00,10,1.25
-26.30,0.00,10,1.25
-26.20,0.00,10,1.25
-26.10,0.00,10,1.25
-26.00,0.00,10,1.25
-25.90,0.00,10,1.25
-25.80,0.00,10,1.25
-25.70,0.00,10,1.25
-25.60,0.00,10,1.25
-25.50,0.00,10,1.25
-25.40,0.00,10,1.25
-25.30,0.00,10,1.25
-25.20,0.00,10,1.25
-25.10,0.00,10,1.25
-25.00,0.82,10,1.25
-24.90,1.12,10,1.25
-24.80,1.42,10,1.25
-24.70,1.59,10,1.25
-24.60,1.63,10,1.25
-24.50,1.67,10,1.25
-24.40,1.71,10,1.25
-24.30,1.75,10,1.25
-24.20,1.77,10,1.25
-24.10,1.78,10,1.25
-24.00,1.79,10,1.25
-23.90,1.83,10,1.25
-23.80,1.88,10,1.25
-23.70,1.92,10,1.25
-23.60,1.97,10,1.25
-23.50,2.01,10,1.25
-23.40,2.06,10,1.25
-23.30,2.11,10,1.25
-23.20,2.14,10,1.25
-23.10,2.17,10,1.25
-23.00,2.19,10,1.25
-22.90,2.25,10,1.25
-22.80,2.30,10,1.25
-22.70,2.36,10,1.25
-22.60,2.42,10,1.25
-22.50,2.47,10,1.25
-22.40,2.53,10,1.25
-22.30,2.59,10,1.25
-22.20,2.64,10,1.25
-22.10,2.68,10,1.25
-22.00,2.72,10,1.25
-21.90,2.80,10,1.25
-21.80,2.88,10,1.25
-21.70,2.97,10,1.25
-21.60,3.06,10,1.25
-21.50,3.15,10,1.25
-21.40,3.28,10,1.25
-21.30,3.40,10,1.25
-21.20,3.54,10,1.25
-21.10,3.70,10,1.25
-21.00,3.86,10,1.25
-20.90,4.08,10,1.25
-20.80,4.31,10,1.25
-20.70,5.81,10,1.25
-20.60,8.58,10,1.25
-20.50,11.35,10,1.25
-20.40,19.13,10,1.25
-20.30,26.90,10,1.25
-20.20,34.67,10,1.25
-20.10,42.42,10,1.25
-20.00,50.17,10,1.25
-19.90,52.26,10,1.25
-19.80,54.35,10,1.25
-19.70,55.78,10,1.25
-19.60,56.55,10,1.25
-19.50,57.33,10,1.25
-19.40,57.58,10,1.25
-19.30,57.83,10,1.25
-19.20,58.09,10,1.25
-19.10,58.36,10,1.25
-19.00,58.63,10,1.25
-18.90,58.89,10,1.25
-18.80,59.15,10,1.25
-18.70,59.41,10,1.25
-18.60,59.66,10,1.25
-18.50,59.91,10,1.25
-18.40,60.15,10,1.25
-18.30,60.39,10,1.25
