offset,dose,field_size,depth
-15.00,0.71,10,10.00
-14.90,0.73,10,10.00
-14.80,0.75,10,10.00
-14.70,0.77,10,10.00
-14.60,0.78,10,10.00
-14.50,0.80,10,10.00
-14.40,0.82,10,10.00
-14.30,0.84,10,10.00
-14.20,0.86,10,10.00
-14.10,0.87,10,10.00
-14.00,0.89,10,10.00
-13.90,0.91,10,10.00
-13.80,0.93,10,10.00
-13.70,0.95,10,10.00
-13.60,0.96,10,10.00
-13.50,0.98,10,10.00
-13.40,1.00,10,10.00
-13.30,1.02,10,10.00
-13.20,1.04,10,10.00
-13.10,1.06,10,10.00
-13.00,1.09,10,10.00
-12.90,1.12,10,10.00
-12.80,1.15,10,10.00
-12.70,1.18,10,10.00
-12.60,1.21,10,10.00
-12.50,1.24,10,10.00
-12.40,1.27,10,10.00
-12.30,1.30,10,10.00
-12.20,1.33,10,10.00
-12.10,1.36,10,10.00
-12.00,1.39,10,10.00
-11.90,1.42,10,10.00
-11.80,1.45,10,10.00
-11.70,1.48,10,10.00
-11.60,1.51,10,10.00
-11.50,1.54,10,10.00
-11.40,1.57,10,10.00
-11.30,1.60,10,10.00
-11.20,1.64,10,10.00
-11.10,1.68,10,10.00
-11.00,1.73,10,10.00
-10.90,1.79,10,10.00
-10.80,1.84,10,10.00
-10.70,1.90,10,10.00
-10.60,1.96,10,10.00
-10.50,2.02,10,10.00
-10.40,2.07,10,10.00
-10.30,2.13,10,10.00
-10.20,2.19,10,10.00
-10.10,2.24,10,10.00
-10.00,2.30,10,10.00
-9.90,2.36,10,10.00
-9.80,2.41,10,10.00
-9.70,2.47,10,10.00
-9.60,2.53,10,10.00
-9.50,2.59,10,10.00
-9.40,2.64,10,10.00
-9.30,2.70,10,10.00
-9.20,2.77,10,10.00
-9.10,2.85,10,10.00
-9.00,2.94,10,10.00
-8.90,3.02,10,10.00
-8.80,3.10,10,10.00
-8.70,3.18,10,10.00
-8.60,3.27,10,10.00
-8.50,3.35,10,10.00
-8.40,3.43,10,10.00
-8.30,3.52,10,10.00
-8.20,3.61,10,10.00
-8.10,3.72,10,10.00
-8.00,3.83,10,10.00
-7.90,3.96,10,10.00
