offset,dose,field_size,depth
-6.85799,0.069257,2,dmax
-6.832973,0.069822,2,dmax
-6.807955,0.070387,2,dmax
-6.782938,0.070952,2,dmax
-6.757921,0.071336,2,dmax
-6.732903,0.071618,2,dmax
-6.707886,0.071901,2,dmax
-6.682869,0.072183,2,dmax
-6.657851,0.072466,2,dmax
-6.632834,0.072748,2,dmax
-6.607817,0.073031,2,dmax
-6.582799,0.073313,2,dmax
-6.557782,0.073596,2,dmax
-6.532765,0.073878,2,dmax
-6.507747,0.074161,2,dmax
-6.48273,0.074444,2,dmax
-6.457713,0.074726,2,dmax
-6.432695,0.075009,2,dmax
-6.407678,0.075291,2,dmax
-6.382661,0.075574,2,dmax
-6.357643,0.075856,2,dmax
-6.332626,0.076139,2,dmax
-6.307609,0.076421,2,dmax
-6.282591,0.076704,2,dmax
-6.257574,0.077316,2,dmax
-6.232557,0.0781,2,dmax
-6.207539,0.078884,2,dmax
-6.182522,0.079668,2,dmax
-6.157505,0.080453,2,dmax
-6.132487,0.081237,2,dmax
-6.10747,0.082021,2,dmax
-6.082453,0.082805,2,dmax
-6.057435,0.08359,2,dmax
-6.032418,0.084374,2,dmax
-6.007401,0.085013,2,dmax
-5.982383,0.085578,2,dmax
-5.957366,0.086143,2,dmax
-5.932349,0.086708,2,dmax
-5.907331,0.087273,2,dmax
-5.882314,0.087838,2,dmax
-5.857297,0.088403,2,dmax
-5.832279,0.088968,2,dmax
-5.807262,0.089533,2,dmax
-5.782245,0.090098,2,dmax
-5.757227,0.090853,2,dmax
-5.73221,0.0917,2,dmax
-5.707193,0.092548,2,dmax
-5.682175,0.093396,2,dmax
-5.657158,0.094243,2,dmax
-5.632141,0.095091,2,dmax
-5.607123,0.095938,2,dmax
-5.582106,0.096786,2,dmax
-5.557089,0.097634,2,dmax
-5.532071,0.098481,2,dmax
-5.507054,0.099138,2,dmax
-5.482037,0.099703,2,dmax
-5.457019,0.100268,2,dmax
-5.432002,0.100833,2,dmax
-5.406985,0.101398,2,dmax
-5.381968,0.101963,2,dmax
-5.35695,0.102528,2,dmax
-5.331933,0.103093,2,dmax
-5.306916,0.103658,2,dmax
-5.281898,0.104223,2,dmax
-5.256881,0.104982,2,dmax
-5.231864,0.105829,2,dmax
-5.206846,0.106677,2,dmax
-5.181829,0.107524,2,dmax
-5.156812,0.108372,2,dmax
-5.131794,0.10922,2,dmax
-5.106777,0.110067,2,dmax
-5.08176,0.110915,2,dmax
-5.056742,0.111762,2,dmax
-5.031725,0.11261,2,dmax
-5.006708,0.113303,2,dmax
-4.98169,0.113927,2,dmax
-4.956673,0.114552,2,dmax
-4.931656,0.115176,2,dmax
-4.906638,0.1158,2,dmax
-4.881621,0.116424,2,dmax
-4.856604,0.117048,2,dmax
-4.831586,0.117672,2,dmax
-4.806569,0.118296,2,dmax
-4.781552,0.118921,2,dmax
-4.756534,0.119658,2,dmax
-4.731517,0.120444,2,dmax
-4.7065,0.121231,2,dmax
-4.681482,0.122017,2,dmax
-4.656465,0.122804,2,dmax
-4.631448,0.12359,2,dmax
-4.60643,0.124376,2,dmax
-4.581413,0.125163,2,dmax
-4.556396,0.125949,2,dmax
-4.531378,0.126735,2,dmax
-4.506361,0.127409,2,dmax
-4.481344,0.128035,2,dmax
-4.456326,0.128662,2,dmax
-4.431309,0.129288,2,dmax
-4.406292,0.129914,2,dmax
-4.381274,0.130541,2,dmax
-4.356257,0.131167,2,dmax
-4.33124,0.131793,2,dmax
-4.306222,0.132419,2,dmax
-4.281205,0.133046,2,dmax
-4.256188,0.134371,2,dmax
-4.23117,0.13598,2,dmax
-4.206153,0.137589,2,dmax
-4.181136,0.139197,2,dmax
-4.156118,0.140806,2,dmax
-4.131101,0.142415,2,dmax
-4.106084,0.144023,2,dmax
-4.081066,0.145632,2,dmax
-4.056049,0.147241,2,dmax
-4.031032,0.14885,2,dmax
-4.006014,0.150767,2,dmax
-3.980997,0.152806,2,dmax
-3.95598,0.154844,2,dmax
-3.930962,0.156883,2,dmax
-3.905945,0.158921,2,dmax
-3.880928,0.16096,2,dmax
-3.855911,0.162998,2,dmax
-3.830893,0.165037,2,dmax
-3.805876,0.167075,2,dmax
-3.780859,0.169114,2,dmax
-3.755841,0.171312,2,dmax
-3.730824,0.17357,2,dmax
-3.705807,0.175828,2,dmax
-3.680789,0.178086,2,dmax
-3.655772,0.180344,2,dmax
-3.630755,0.182602,2,dmax
-3.605737,0.184861,2,dmax
-3.58072,0.187119,2,dmax
-3.555703,0.189377,2,dmax
-3.530685,0.191635,2,dmax
-3.505668,0.193687,2,dmax
-3.480651,0.195663,2,dmax
-3.455633,0.197639,2,dmax
-3.430616,0.199615,2,dmax
-3.405599,0.201591,2,dmax
-3.380581,0.203567,2,dmax
-3.355564,0.205543,2,dmax
-3.330547,0.207519,2,dmax
-3.305529,0.209495,2,dmax
-3.280512,0.211471,2,dmax
-3.255495,0.214429,2,dmax
-3.230477,0.217732,2,dmax
-3.20546,0.221036,2,dmax
-3.180443,0.224339,2,dmax
-3.155425,0.227643,2,dmax
-3.130408,0.230946,2,dmax
-3.105391,0.23425,2,dmax
-3.080373,0.237553,2,dmax
-3.055356,0.240857,2,dmax
-3.030339,0.24416,2,dmax
-3.005321,0.250944,2,dmax
-2.980304,0.258912,2,dmax
-2.955287,0.26688,2,dmax
-2.930269,0.274848,2,dmax
-2.905252,0.282816,2,dmax
-2.880235,0.290784,2,dmax
-2.855217,0.298752,2,dmax
-2.8302,0.30672,2,dmax
-2.805183,0.314688,2,dmax
-2.780165,0.322656,2,dmax
-2.755148,0.330743,2,dmax
-2.730131,0.338869,2,dmax
-2.705113,0.346995,2,dmax
-2.680096,0.355121,2,dmax
-2.655079,0.363246,2,dmax
-2.630061,0.371372,2,dmax
-2.605044,0.379498,2,dmax
-2.580027,0.387624,2,dmax
-2.555009,0.39575,2,dmax
-2.529992,0.403876,2,dmax
-2.504975,0.411882,2,dmax
-2.479957,0.41985,2,dmax
-2.45494,0.427818,2,dmax
-2.429923,0.435786,2,dmax
-2.404905,0.443754,2,dmax
-2.379888,0.451722,2,dmax
-2.354871,0.45969,2,dmax
-2.329854,0.467658,2,dmax
-2.304836,0.475626,2,dmax
-2.279819,0.483594,2,dmax
-2.254802,0.508549,2,dmax
-2.229784,0.538666,2,dmax
-2.204767,0.568782,2,dmax
-2.17975,0.598899,2,dmax
-2.154732,0.629016,2,dmax
-2.129715,0.659132,2,dmax
-2.104698,0.689249,2,dmax
-2.07968,0.719365,2,dmax
-2.054663,0.749482,2,dmax
-2.029646,0.779598,2,dmax
-2.004628,0.821854,2,dmax
-1.979611,0.867657,2,dmax
-1.954594,0.913459,2,dmax
-1.929576,0.959261,2,dmax
-1.904559,1.005063,2,dmax
-1.879542,1.050865,2,dmax
-1.854524,1.096667,2,dmax
-1.829507,1.142469,2,dmax
-1.80449,1.188271,2,dmax
-1.779472,1.234074,2,dmax
-1.754455,1.363847,2,dmax
-1.729438,1.517189,2,dmax
-1.70442,1.67053,2,dmax
-1.679403,1.823872,2,dmax
-1.654386,1.977214,2,dmax
-1.629368,2.130555,2,dmax
-1.604351,2.283897,2,dmax
-1.579334,2.437238,2,dmax
-1.554316,2.59058,2,dmax
-1.529299,2.743922,2,dmax
-1.504282,3.512786,2,dmax
-1.479264,4.447476,2,dmax
-1.454247,5.382167,2,dmax
-1.42923,6.316858,2,dmax
-1.404212,7.251548,2,dmax
-1.379195,8.186239,2,dmax
-1.354178,9.120929,2,dmax
-1.32916,10.05562,2,dmax
-1.304143,10.99031,2,dmax
-1.279126,11.925001,2,dmax
-1.254108,15.069222,2,dmax
-1.229091,18.784261,2,dmax
-1.204074,22.499299,2,dmax
-1.179056,26.214338,2,dmax
-1.154039,29.929377,2,dmax
-1.129022,33.644415,2,dmax
-1.104004,37.359454,2,dmax
-1.078987,41.074493,2,dmax
-1.05397,44.789531,2,dmax
-1.028952,48.50457,2,dmax
-1.003935,51.921446,2,dmax
-0.978918,55.264535,2,dmax
-0.9539,58.607625,2,dmax
-0.928883,61.950714,2,dmax
-0.903866,65.293804,2,dmax
-0.878848,68.636893,2,dmax
-0.853831,71.979983,2,dmax
-0.828814,75.323072,2,dmax
-0.803797,78.666162,2,dmax
-0.778779,82.009251,2,dmax
-0.753762,83.271473,2,dmax
-0.728745,84.040977,2,dmax
-0.703727,84.810481,2,dmax
-0.67871,85.579985,2,dmax
-0.653693,86.349489,2,dmax
-0.628675,87.118994,2,dmax
-0.603658,87.888498,2,dmax
-0.578641,88.658002,2,dmax
-0.553623,89.427506,2,dmax
-0.528606,90.19701,2,dmax
-0.503589,90.439903,2,dmax
-0.478571,90.563633,2,dmax
-0.453554,90.687364,2,dmax
-0.428537,90.811095,2,dmax
-0.403519,90.934826,2,dmax
-0.378502,91.058557,2,dmax
-0.353485,91.182287,2,dmax
-0.328467,91.306018,2,dmax
-0.30345,91.429749,2,dmax
-0.278433,91.55348,2,dmax
