offset,dose,field_size,depth
-30.00,0.00,10,5.00
-29.90,0.00,10,5.00
-29.80,0.00,10,5.00
-29.70,0.00,10,5.00
-29.60,0.00,10,5.00
-29.50,0.00,10,5.00
-29.40,0.00,10,5.00
-29.30,0.00,10,5.00
-29.20,0.00,10,5.00
-29.10,0.00,10,5.00
-29.00,0.00,10,5.00
-28.90,0.00,10,5.00
-28.80,0.00,10,5.00
-28.70,0.00,10,5.00
-28.60,0.00,10,5.00
-28.50,0.00,10,5.00
-28.40,0.00,10,5.00
-28.30,0.00,10,5.00
-28.20,0.00,10,5.00
-28.10,0.00,10,5.00
-28.00,0.00,10,5.00
-27.90,0.00,10,5.00
-27.80,0.00,10,5.00
-27.70,0.00,10,5.00
-27.60,0.00,10,5.00
-27.50,0.00,10,5.00
-27.40,0.00,10,5.00
-27.30,0.00,10,5.00
-27.20,0.00,10,5.00
-27.10,0.00,10,5.00
-27.00,0.00,10,5.00
-26.90,0.00,10,5.00
-26.80,0.00,10,5.00
-26.70,0.00,10,5.00
-26.60,0.00,10,5.00
-26.50,0.00,10,5.00
-26.40,0.00,10,5.00
-26.30,0.00,10,5.00
-26.20,0.00,10,5.00
-26.10,0.00,10,5.00
-26.00,0.00,10,5.00
-25.90,0.00,10,5.00
-25.80,0.00,10,5.00
-25.70,0.00,10,5.00
-25.60,0.00,10,5.00
-25.50,0.00,10,5.00
-25.40,0.00,10,5.00
-25.30,0.00,10,5.00
-25.20,0.00,10,5.00
-25.10,0.00,10,5.00
-25.00,1.20,10,5.00
-24.90,1.65,10,5.00
-24.80,2.11,10,5.00
-24.70,2.38,10,5.00
-24.60,2.46,10,5.00
-24.50,2.54,10,5.00
-24.40,2.61,10,5.00
-24.30,2.69,10,5.00
-24.20,2.77,10,5.00
-24.10,2.84,10,5.00
-24.00,2.92,10,5.00
-23.90,3.00,10,5.00
-23.80,3.08,10,5.00
-23.70,3.15,10,5.00
-23.60,3.23,10,5.00
-23.50,3.30,10,5.00
-23.40,3.38,10,5.00
-23.30,3.46,10,5.00
-23.20,3.55,10,5.00
-23.10,3.67,10,5.00
-23.00,3.78,10,5.00
-22.90,3.90,10,5.00
-22.80,4.01,10,5.00
-22.70,4.13,10,5.00
-22.60,4.25,10,5.00
-22.50,4.36,10,5.00
-22.40,4.48,10,5.00
-22.30,4.59,10,5.00
-22.20,4.74,10,5.00
-22.10,4.93,10,5.00
-22.00,5.11,10,5.00
-21.90,5.26,10,5.00
-21.80,5.40,10,5.00
-21.70,5.86,10,5.00
-21.60,6.63,10,5.00
-21.50,7.40,10,5.00
-21.40,9.05,10,5.00
-21.30,10.70,10,5.00
-21.20,14.33,10,5.00
-21.10,19.95,10,5.00
-21.00,25.56,10,5.00
-20.90,32.36,10,5.00
-20.80,39.17,10,5.00
-20.70,43.35,10,5.00
-20.60,44.93,10,5.00
-20.50,46.50,10,5.00
-20.40,47.14,10,5.00
-20.30,47.79,10,5.00
-20.20,48.29,10,5.00
-20.10,48.64,10,5.00
-20.00,49.00,10,5.00
-19.90,49.31,10,5.00
-19.80,49.63,10,5.00
-19.70,49.92,10,5.00
-19.60,50.19,10,5.00
-19.50,50.46,10,5.00
-19.40,50.73,10,5.00
-19.30,51.00,10,5.00
-19.20,51.26,10,5.00
-19.10,51.51,10,5.00
-19.00,51.76,10,5.00
-18.90,52.01,10,5.00
-18.80,52.25,10,5.00
-18.70,52.49,10,5.00
-18.60,52.73,10,5.00
-18.50,52.97,10,5.00
-18.40,53.21,10,5.00
-18.30,53.44,10,5.00
-18.20,53.67,10,5.00
-18.10,53.90,10,5.00
-18.00,54.12,10,5.00
-17.90,54.35,10,5.00
-17.80,54.59,10,5.00
-17.70,54.80,10,5.00
-17.60,55.01,10,5.00
-17.50,55.22,10,5.00
-17.40,55.44,10,5.00
-17.30,55.67,10,5.00
-17.20,55.89,10,5.00
-17.10,56.09,10,5.00
-17.00,56.30,10,5.00
-16.90,56.53,10,5.00
-16.80,56.76,10,5.00
-16.70,56.97,10,5.00
-16.60,57.18,10,5.00
-16.50,57.38,10,5.00
-16.40,57.59,10,5.00
-16.30,57.81,10,5.00
-16.20,58.03,10,5.00
-16.10,58.24,10,5.00
-16.00,58.46,10,5.00
-15.90,58.68,10,5.00
-15.80,58.89,10,5.00
-15.70,59.11,10,5.00
-15.60,59.32,10,5.00
-15.50,59.53,10,5.00
-15.40,59.75,10,5.00
-15.30,59.98,10,5.00
-15.20,60.19,10,5.00
-15.10,60.40,10,5.00
-15.00,60.60,10,5.00
-14.90,60.83,10,5.00
-14.80,61.05,10,5.00
-14.70,61.27,10,5.00
-14.60,61.48,10,5.00
-14.50,61.69,10,5.00
-14.40,61.92,10,5.00
-14.30,62.16,10,5.00
-14.20,62.39,10,5.00
-14.10,62.60,10,5.00
-14.00,62.82,10,5.00
-13.90,63.05,10,5.00
-13.80,63.28,10,5.00
-13.70,63.50,10,5.00
-13.60,63.73,10,5.00
-13.50,63.95,10,5.00
-13.40,64.17,10,5.00
-13.30,64.40,10,5.00
-13.20,64.62,10,5.00
-13.10,64.85,10,5.00
-13.00,65.08,10,5.00
-12.90,65.30,10,5.00
-12.80,65.53,10,5.00
-12.70,65.75,10,5.00
-12.60,65.97,10,5.00
-12.50,66.18,10,5.00
-12.40,66.42,10,5.00
-12.30,66.65,10,5.00
-12.20,66.87,10,5.00
-12.10,67.08,10,5.00
-12.00,67.28,10,5.00
-11.90,67.52,10,5.00
-11.80,67.77,10,5.00
-11.70,68.00,10,5.00
-11.60,68.22,10,5.00
-11.50,68.45,10,5.00
-11.40,68.68,10,5.00
-11.30,68.92,10,5.00
-11.20,69.15,10,5.00
-11.10,69.39,10,5.00
-11.00,69.62,10,5.00
-10.90,69.85,10,5.00
-10.80,70.08,10,5.00
-10.70,70.32,10,5.00
-10.60,70.56,10,5.00
-10.50,70.80,10,5.00
-10.40,71.03,10,5.00
-10.30,71.26,10,5.00
-10.20,71.49,10,5.00
-10.10,71.72,10,5.00
-10.00,71.95,10,5.00
-9.90,72.20,10,5.00
-9.80,72.45,10,5.00
-9.70,72.69,10,5.00
-9.60,72.91,10,5.00
-9.50,73.13,10,5.00
-9.40,73.40,10,5.00
-9.30,73.68,10,5.00
-9.20,73.93,10,5.00
-9.10,74.16,10,5.00
-9.00,74.40,10,5.00
-8.90,74.66,10,5.00
-8.80,74.91,10,5.00
-8.70,75.16,10,5.00
-8.60,75.40,10,5.00
-8.50,75.64,10,5.00
-8.40,75.88,10,5.00
-8.30,76.13,10,5.00
-8.20,76.38,10,5.00
-8.10,76.63,10,5.00
-8.00,76.88,10,5.00
-7.90,77.12,10,5.00
-7.80,77.37,10,5.00
-7.70,77.61,10,5.00
-7.60,77.86,10,5.00
-7.50,78.11,10,5.00
-7.40,78.37,10,5.00
-7.30,78.63,10,5.00
-7.20,78.87,10,5.00
-7.10,79.10,10,5.00
-7.00,79.33,10,5.00
-6.90,79.61,10,5.00
-6.80,79.89,10,5.00
-6.70,80.14,10,5.00
-6.60,80.37,10,5.00
-6.50,80.60,10,5.00
-6.40,80.87,10,5.00
-6.30,81.14,10,5.00
-6.20,81.40,10,5.00
-6.10,81.63,10,5.00
-6.00,81.87,10,5.00
-5.90,82.13,10,5.00
-5.80,82.38,10,5.00
-5.70,82.64,10,5.00
-5.60,82.89,10,5.00
-5.50,83.15,10,5.00
-5.40,83.40,10,5.00
-5.30,83.65,10,5.00
-5.20,83.89,10,5.00
-5.10,84.14,10,5.00
-5.00,84.39,10,5.00
-4.90,84.62,10,5.00
-4.80,84.86,10,5.00
-4.70,85.08,10,5.00
-4.60,85.31,10,5.00
-4.50,85.53,10,5.00
-4.40,85.78,10,5.00
-4.30,86.02,10,5.00
-4.20,86.24,10,5.00
-4.10,86.43,10,5.00
-4.00,86.62,10,5.00
-3.90,86.86,10,5.00
-3.80,87.11,10,5.00
-3.70,87.32,10,5.00
-3.60,87.51,10,5.00
-3.50,87.70,10,5.00
-3.40,87.90,10,5.00
-3.30,88.11,10,5.00
-3.20,88.32,10,5.00
-3.10,88.53,10,5.00
-3.00,88.73,10,5.00
-2.90,88.92,10,5.00
-2.80,89.10,10,5.00
-2.70,89.28,10,5.00
-2.60,89.45,10,5.00
-2.50,89.63,10,5.00
-2.40,89.79,10,5.00
-2.30,89.95,10,5.00
-2.20,90.11,10,5.00
-2.10,90.27,10,5.00
-2.00,90.43,10,5.00
-1.90,90.58,10,5.00
-1.80,90.72,10,5.00
-1.70,90.85,10,5.00
-1.60,90.95,10,5.00
-1.50,91.04,10,5.00
-1.40,91.14,10,5.00
-1.30,91.23,10,5.00
-1.20,91.31,10,5.00
-1.10,91.38,10,5.00
-1.00,91.44,10,5.00
-0.90,91.50,10,5.00
-0.80,91.56,10,5.00
-0.70,91.63,10,5.00
-0.60,91.69,10,5.00
-0.50,91.76,10,5.00
-0.40,91.81,10,5.00
-0.30,91.86,10,5.00
-0.20,91.90,10,5.00
-0.10,91.92,10,5.00
0.00,91.95,10,5.00
0.10,91.93,10,5.00
0.20,91.91,10,5.00
0.30,91.87,10,5.00
0.40,91.81,10,5.00
0.50,91.75,10,5.00
0.60,91.70,10,5.00
0.70,91.64,10,5.00
0.80,91.58,10,5.00
0.90,91.52,10,5.00
1.00,91.46,10,5.00
1.10,91.39,10,5.00
1.20,91.31,10,5.00
1.30,91.23,10,5.00
1.40,91.15,10,5.00
1.50,91.07,10,5.00
1.60,90.93,10,5.00
1.70,90.80,10,5.00
1.80,90.67,10,5.00
1.90,90.54,10,5.00
2.00,90.42,10,5.00
2.10,90.27,10,5.00
2.20,90.11,10,5.00
2.30,89.95,10,5.00
2.40,89.79,10,5.00
2.50,89.62,10,5.00
2.60,89.45,10,5.00
2.70,89.28,10,5.00
2.80,89.10,10,5.00
2.90,88.91,10,5.00
3.00,88.72,10,5.00
3.10,88.53,10,5.00
3.20,88.33,10,5.00
3.30,88.13,10,5.00
3.40,87.93,10,5.00
3.50,87.74,10,5.00
3.60,87.51,10,5.00
3.70,87.29,10,5.00
3.80,87.08,10,5.00
3.90,86.88,10,5.00
4.00,86.68,10,5.00
4.10,86.43,10,5.00
4.20,86.18,10,5.00
4.30,85.96,10,5.00
4.40,85.76,10,5.00
4.50,85.56,10,5.00
4.60,85.32,10,5.00
4.70,85.09,10,5.00
4.80,84.85,10,5.00
4.90,84.61,10,5.00
5.00,84.37,10,5.00
5.10,84.14,10,5.00
5.20,83.90,10,5.00
5.30,83.65,10,5.00
5.40,83.40,10,5.00
5.50,83.15,10,5.00
5.60,82.90,10,5.00
5.70,82.64,10,5.00
5.80,82.39,10,5.00
5.90,82.14,10,5.00
6.00,81.89,10,5.00
6.10,81.63,10,5.00
6.20,81.37,10,5.00
6.30,81.13,10,5.00
6.40,80.90,10,5.00
6.50,80.67,10,5.00
6.60,80.38,10,5.00
6.70,80.10,10,5.00
6.80,79.84,10,5.00
6.90,79.62,10,5.00
7.00,79.39,10,5.00
7.10,79.13,10,5.00
7.20,78.86,10,5.00
7.30,78.60,10,5.00
7.40,78.36,10,5.00
