offset,dose,field_size,depth
-25.00,4.08,10,10.00
-24.90,5.61,10,10.00
-24.80,7.13,10,10.00
-24.70,8.00,10,10.00
-24.60,8.22,10,10.00
-24.50,8.44,10,10.00
-24.40,8.65,10,10.00
-24.30,8.87,10,10.00
-24.20,9.07,10,10.00
-24.10,9.25,10,10.00
-24.00,9.43,10,10.00
-23.90,9.69,10,10.00
-23.80,9.94,10,10.00
-23.70,10.20,10,10.00
-23.60,10.45,10,10.00
-23.50,10.71,10,10.00
-23.40,10.97,10,10.00
-23.30,11.22,10,10.00
-23.20,11.49,10,10.00
-23.10,11.78,10,10.00
-23.00,12.07,10,10.00
-22.90,12.35,10,10.00
-22.80,12.63,10,10.00
-22.70,13.22,10,10.00
-22.60,14.11,10,10.00
-22.50,15.00,10,10.00
-22.40,18.25,10,10.00
-22.30,21.51,10,10.00
-22.20,26.87,10,10.00
-22.10,34.34,10,10.00
-22.00,41.81,10,10.00
-21.90,49.94,10,10.00
-21.80,58.08,10,10.00
-21.70,63.59,10,10.00
-21.60,66.46,10,10.00
-21.50,69.34,10,10.00
-21.40,70.02,10,10.00
-21.30,70.69,10,10.00
-21.20,71.29,10,10.00
-21.10,71.80,10,10.00
-21.00,72.32,10,10.00
-20.90,72.59,10,10.00
-20.80,72.87,10,10.00
-20.70,73.12,10,10.00
-20.60,73.33,10,10.00
-20.50,73.54,10,10.00
-20.40,73.75,10,10.00
-20.30,73.96,10,10.00
-20.20,74.16,10,10.00
-20.10,74.34,10,10.00
-20.00,74.53,10,10.00
-19.90,74.71,10,10.00
-19.80,74.90,10,10.00
-19.70,75.08,10,10.00
-19.60,75.25,10,10.00
-19.50,75.42,10,10.00
-19.40,75.61,10,10.00
-19.30,75.80,10,10.00
-19.20,75.96,10,10.00
-19.10,76.11,10,10.00
-19.00,76.25,10,10.00
-18.90,76.39,10,10.00
-18.80,76.54,10,10.00
-18.70,76.67,10,10.00
-18.60,76.78,10,10.00
-18.50,76.90,10,10.00
-18.40,77.02,10,10.00
-18.30,77.15,10,10.00
-18.20,77.26,10,10.00
-18.10,77.37,10,10.00
-18.00,77.47,10,10.00
-17.90,77.58,10,10.00
-17.80,77.68,10,10.00
-17.70,77.79,10,10.00
-17.60,77.90,10,10.00
-17.50,78.01,10,10.00
-17.40,78.11,10,10.00
-17.30,78.21,10,10.00
-17.20,78.31,10,10.00
-17.10,78.41,10,10.00
-17.00,78.52,10,10.00
-16.90,78.58,10,10.00
-16.80,78.65,10,10.00
-16.70,78.72,10,10.00
-16.60,78.80,10,10.00
-16.50,78.88,10,10.00
-16.40,78.93,10,10.00
-16.30,78.98,10,10.00
-16.20,79.03,10,10.00
-16.10,79.10,10,10.00
-16.00,79.16,10,10.00
-15.90,79.20,10,10.00
-15.80,79.23,10,10.00
-15.70,79.27,10,10.00
-15.60,79.32,10,10.00
-15.50,79.37,10,10.00
-15.40,79.41,10,10.00
-15.30,79.44,10,10.00
-15.20,79.48,10,10.00
-15.10,79.50,10,10.00
-15.00,79.53,10,10.00
-14.90,79.57,10,10.00
-14.80,79.61,10,10.00
-14.70,79.64,10,10.00
-14.60,79.68,10,10.00
-14.50,79.71,10,10.00
-14.40,79.75,10,10.00
-14.30,79.78,10,10.00
-14.20,79.81,10,10.00
-14.10,79.84,10,10.00
-14.00,79.86,10,10.00
-13.90,79.90,10,10.00
-13.80,79.94,10,10.00
-13.70,79.97,10,10.00
-13.60,79.98,10,10.00
